name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"261,108,000,000","228,354,000,000","188,548,000,000","191,367,000,000","198,321,000,000","188,602,000,000","181,196,000,000","158,893,000,000","161,184,000,000","159,103,000,000","153,375,000,000","153,140,000,000","153,337,000,000","146,689,000,000","125,145,000,000","126,074,000,000","149,743,000,000","128,329,000,000","113,960,000,000","194,216,000,000","175,001,000,000","157,253,000,000","151,100,000,000","154,423,000,000","148,517,000,000","126,933,000,000","120,003,000,000","108,512,000,000","107,405,000,000","97,006,000,000","94,132,000,000","175,752,000,000","146,441,000,000","137,682,000,000","130,855,000,000"
	CashCashEquivalentsAndFederalFundsSold,"46,596,000,000","33,914,000,000","22,028,000,000","32,965,000,000","24,446,000,000","27,515,000,000","33,263,000,000","25,494,000,000","23,239,000,000","22,672,000,000","19,972,000,000","22,818,000,000","25,477,000,000","20,528,000,000","18,791,000,000","20,785,000,000","9,154,000,000","5,638,000,000","7,126,000,000","7,808,000,000","5,726,000,000","10,288,000,000","7,222,000,000","8,487,000,000","7,471,000,000","4,092,000,000","4,179,000,000","2,677,000,000","3,200,000,000","3,433,000,000","3,312,000,000","32,467,000,000","20,562,000,000","12,248,000,000","20,643,000,000"
		CashAndCashEquivalents,"46,530,000,000","33,537,000,000","21,522,000,000","32,826,000,000","24,274,000,000","27,381,000,000","32,879,000,000","25,093,000,000","22,721,000,000","22,084,000,000","19,343,000,000","22,250,000,000","24,893,000,000","16,356,000,000","16,599,000,000","20,547,000,000","8,878,000,000","5,306,000,000","7,126,000,000","7,808,000,000","5,726,000,000","10,288,000,000","7,222,000,000","8,487,000,000","7,471,000,000","4,092,000,000","4,179,000,000","2,677,000,000","3,200,000,000","3,433,000,000","3,312,000,000","5,395,000,000","4,876,000,000","6,400,000,000","7,452,000,000"
			CashFinancial,"7,118,000,000","5,505,000,000","1,281,000,000","2,984,000,000","3,613,000,000","3,253,000,000","5,148,000,000","3,278,000,000","2,935,000,000","2,628,000,000","2,212,000,000","2,020,000,000","3,514,000,000","2,145,000,000","1,525,000,000","1,574,000,000","1,700,000,000",,,,,,,,,,,,,,,,,,
			CashEquivalents,"100,000,000","253,000,000","156,000,000","110,000,000","138,000,000","166,000,000","70,000,000","1,151,000,000","258,000,000","470,000,000","498,000,000","338,000,000","807,000,000","654,000,000","4,064,000,000","12,419,000,000","1,771,000,000",,,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,"39,312,000,000","27,779,000,000","20,085,000,000","29,732,000,000","20,523,000,000","23,962,000,000","27,661,000,000","20,664,000,000","19,528,000,000","18,986,000,000","16,633,000,000","19,892,000,000","20,572,000,000","13,557,000,000","11,010,000,000","6,554,000,000","5,407,000,000","5,306,000,000","7,126,000,000","7,808,000,000","5,726,000,000","10,288,000,000","7,222,000,000","8,487,000,000","7,471,000,000","4,092,000,000","4,179,000,000","2,677,000,000","3,200,000,000","3,433,000,000","3,312,000,000","5,395,000,000","4,876,000,000","6,400,000,000","7,452,000,000"
		RestrictedCashAndInvestments,"66,000,000","59,000,000","43,000,000","47,000,000","85,000,000","70,000,000","336,000,000","286,000,000","477,000,000","384,000,000","486,000,000","568,000,000","584,000,000","4,172,000,000","2,192,000,000","238,000,000","276,000,000","332,000,000",,,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,,"5,000,000","11,000,000","0","85,000,000","70,000,000","336,000,000","286,000,000","477,000,000","384,000,000","486,000,000","568,000,000","584,000,000","4,172,000,000","2,192,000,000","238,000,000","276,000,000","332,000,000",,,,,,,,,,,,,,,,,
			RestrictedInvestments,"66,000,000","54,000,000","32,000,000","47,000,000","85,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,,"318,000,000","463,000,000","92,000,000","87,000,000","64,000,000","48,000,000","115,000,000","41,000,000","204,000,000","143,000,000",,,,"4,064,000,000","12,419,000,000",,,,,,,,,,,,,,,,"27,072,000,000","15,686,000,000","5,848,000,000","13,191,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,"318,000,000","463,000,000","92,000,000","87,000,000","64,000,000","48,000,000","115,000,000","41,000,000","204,000,000","143,000,000",,,,,,,,,,,,,,,,,,,,,"27,072,000,000","15,686,000,000","5,848,000,000","13,191,000,000"
				SecurityAgreeToBeResell,,"318,000,000","463,000,000","92,000,000","87,000,000","64,000,000","48,000,000","115,000,000","41,000,000","204,000,000","143,000,000",,,,,,,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,142,000,000","32,785,000,000","29,882,000,000","34,729,000,000","34,437,000,000"
	SecuritiesAndInvestments,"2,186,000,000","4,578,000,000","2,591,000,000","21,631,000,000","8,406,000,000","4,647,000,000","4,182,000,000","3,981,000,000","4,397,000,000","5,053,000,000","5,016,000,000","5,614,000,000","7,147,000,000","14,010,000,000","24,337,000,000","12,526,000,000","13,214,000,000","18,274,000,000","21,334,000,000","21,675,000,000","57,067,000,000","53,638,000,000","46,488,000,000","43,747,000,000","43,052,000,000","41,299,000,000","39,648,000,000","38,339,000,000","42,561,000,000","40,108,000,000","39,308,000,000","69,347,000,000","55,828,000,000","57,998,000,000","44,528,000,000"
		TradingSecurities,,,,,,,,,,,,,,,,,,,"231,000,000","1,098,000,000",,,,,,,,,,,,,,,
		AvailableForSaleSecurities,"408,000,000","41,000,000","79,000,000","81,000,000","78,000,000","48,000,000","1,071,000,000","873,000,000","4,397,000,000","5,053,000,000","5,016,000,000","5,614,000,000","7,147,000,000","14,010,000,000","24,337,000,000","12,526,000,000","13,214,000,000","18,274,000,000","21,334,000,000","21,675,000,000","57,067,000,000","53,638,000,000","46,488,000,000","43,747,000,000","43,052,000,000","41,299,000,000","39,648,000,000","38,339,000,000","42,561,000,000","40,108,000,000","39,308,000,000","69,347,000,000","55,828,000,000","57,998,000,000","44,528,000,000"
		OtherShortTermInvestments,"1,778,000,000","4,537,000,000","2,512,000,000","21,550,000,000","8,328,000,000","4,599,000,000","3,111,000,000","3,108,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,,,,,,"396,000,000","124,000,000","555,000,000","282,000,000","711,000,000","329,000,000","593,000,000","915,000,000","1,071,000,000","800,000,000","1,743,000,000","247,000,000",,,,,,,,,,,,,,,,,,
	NetLoan,"188,074,000,000","166,958,000,000","141,697,000,000","114,077,000,000","146,418,000,000","138,716,000,000","127,826,000,000","112,302,000,000","117,462,000,000","114,490,000,000","110,362,000,000","106,647,000,000","101,618,000,000","94,496,000,000","63,207,000,000","72,837,000,000","92,262,000,000","79,502,000,000","74,017,000,000","34,256,000,000","32,300,000,000","27,822,000,000","26,440,000,000","26,088,000,000","23,582,000,000","21,054,000,000","20,109,000,000","18,518,000,000","16,091,000,000","14,722,000,000","14,796,000,000","19,196,000,000","20,648,000,000","15,443,000,000","15,361,000,000"
		GrossLoan,"193,492,000,000","170,993,000,000","145,118,000,000","119,926,000,000","149,572,000,000","141,547,000,000","130,133,000,000","114,034,000,000","118,972,000,000","116,168,000,000","112,022,000,000","108,566,000,000","103,948,000,000","98,552,000,000","67,048,000,000","76,256,000,000","95,287,000,000","81,690,000,000","76,056,000,000","35,340,000,000","33,411,000,000","29,003,000,000","27,401,000,000","26,875,000,000","24,332,000,000","21,866,000,000","20,816,000,000","19,119,000,000","16,691,000,000","15,267,000,000","15,451,000,000","20,222,000,000","21,593,000,000","15,973,000,000","16,007,000,000"
			LoansHeldForSale,,,,,,,,"0","14,992,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,
			CommercialLoan,"62,717,000,000","57,728,000,000",,,,,,,,,,,,"30,000,000","24,000,000",,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,"123,689,000,000","107,849,000,000","142,207,000,000","117,074,000,000","144,794,000,000","137,747,000,000","127,446,000,000","112,573,000,000","102,706,000,000","115,236,000,000","111,401,000,000","107,995,000,000","103,511,000,000","98,116,000,000","66,515,000,000","75,199,000,000","94,480,000,000","80,673,000,000","67,262,000,000",,,,,,,,,,,,,,,,
			OtherLoanAssets,"7,086,000,000","5,416,000,000","2,911,000,000","2,852,000,000","4,778,000,000","3,800,000,000","2,687,000,000","1,461,000,000","1,274,000,000","932,000,000","621,000,000","571,000,000","437,000,000","436,000,000","533,000,000","1,057,000,000","807,000,000","1,017,000,000","8,794,000,000","35,340,000,000","33,411,000,000","29,003,000,000","27,401,000,000","26,875,000,000","24,332,000,000","21,866,000,000","20,816,000,000","19,119,000,000","16,691,000,000","15,267,000,000","15,451,000,000","20,222,000,000","21,593,000,000","15,973,000,000","16,007,000,000"
		AllowanceForLoansAndLeaseLosses,"5,418,000,000","4,035,000,000","3,421,000,000","5,849,000,000","3,154,000,000","2,831,000,000","2,307,000,000","1,732,000,000","1,510,000,000","1,678,000,000","1,660,000,000","1,919,000,000","2,330,000,000","4,056,000,000","3,841,000,000","3,419,000,000","3,025,000,000","2,188,000,000","2,039,000,000","1,084,000,000","1,111,000,000","1,181,000,000","961,000,000","787,000,000","750,000,000","812,000,000","707,000,000","601,000,000","600,000,000","545,000,000","655,000,000","1,026,000,000","945,000,000","530,000,000","646,000,000"
	Receivables,,,"2,700,000,000","3,000,000,000","56,794,000,000","55,320,000,000","3,209,000,000","3,232,000,000","3,024,000,000","2,614,000,000","3,408,000,000","3,576,000,000","3,657,000,000","3,554,000,000","5,726,000,000","5,200,000,000","3,071,000,000","2,279,000,000","2,281,000,000","32,398,000,000","31,269,000,000","29,087,000,000","29,498,000,000","30,543,000,000","26,467,000,000","22,224,000,000","21,774,000,000","20,491,000,000","19,914,000,000","17,147,000,000",,,,,
		AccountsReceivable,,,,"43,434,000,000","56,794,000,000","55,320,000,000","53,526,000,000","46,841,000,000","43,671,000,000","44,386,000,000","43,777,000,000","42,338,000,000","40,452,000,000","36,880,000,000","719,000,000","807,000,000","0","36,386,000,000","33,216,000,000",,,,,,,,,,,,,,,,
			GrossAccountsReceivable,,,,"43,701,000,000","57,413,000,000","55,893,000,000","54,047,000,000","47,308,000,000","44,133,000,000","44,851,000,000","44,163,000,000","42,766,000,000","40,890,000,000","37,266,000,000","719,000,000","807,000,000","0","37,367,000,000","34,158,000,000",,,,,,,,,,,,,,,,
			AllowanceForDoubtfulAccountsReceivable,,,,"-267,000,000","-619,000,000","-573,000,000","-521,000,000","-467,000,000","-462,000,000","-465,000,000","-386,000,000","-428,000,000","-438,000,000","-386,000,000","-546,000,000","-810,000,000","-1,149,000,000","-981,000,000","-942,000,000",,,,,,,,,,,,,,,,
		OtherReceivables,,,"2,700,000,000","3,000,000,000",,"2,907,000,000","3,209,000,000","3,232,000,000","3,024,000,000","2,614,000,000","3,408,000,000","3,576,000,000","3,657,000,000","3,554,000,000","5,007,000,000","4,393,000,000","3,071,000,000","2,279,000,000","2,281,000,000",,,,,,,,,,,,,,,,
	PrepaidAssets,,,,,,"1,458,000,000","684,000,000","696,000,000","851,000,000","1,626,000,000","1,998,000,000","1,960,000,000","2,378,000,000","1,802,000,000","2,114,000,000","1,712,000,000","618,000,000","662,000,000",,,,,,,,,,,,,,,,,
	NetPPE,"5,138,000,000","5,215,000,000","4,988,000,000","5,015,000,000","4,834,000,000","4,416,000,000","4,329,000,000","4,433,000,000","4,108,000,000","3,938,000,000","3,875,000,000","3,635,000,000","3,367,000,000","2,905,000,000","2,782,000,000","2,948,000,000","2,692,000,000","2,350,000,000","2,230,000,000","2,380,000,000","3,184,000,000","2,979,000,000","2,811,000,000","2,506,000,000","1,996,000,000","1,637,000,000","1,533,000,000","1,675,000,000","1,783,000,000","1,840,000,000","1,976,000,000","3,497,000,000","3,688,000,000","3,466,000,000","3,357,000,000"
		GrossPPE,"15,049,000,000","15,065,000,000","13,590,000,000","12,555,000,000","11,396,000,000","10,431,000,000","9,784,000,000","9,578,000,000","10,909,000,000","10,208,000,000","9,853,000,000","9,064,000,000","8,114,000,000","7,388,000,000","6,912,000,000","6,691,000,000","6,145,000,000","5,330,000,000","5,098,000,000",,,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-9,911,000,000","-9,850,000,000","-8,602,000,000","-7,540,000,000","-6,562,000,000","-6,015,000,000","-5,455,000,000","-5,145,000,000","-6,801,000,000","-6,270,000,000","-5,978,000,000","-5,429,000,000","-4,747,000,000","-4,483,000,000","-4,130,000,000","-3,743,000,000","-3,453,000,000","-2,980,000,000","-2,868,000,000",,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"3,949,000,000","3,932,000,000","4,005,000,000","4,117,000,000","3,582,000,000","3,347,000,000","3,908,000,000","3,795,000,000","3,545,000,000","3,878,000,000","4,015,000,000","4,174,000,000","4,321,000,000","3,611,000,000","3,045,000,000","3,018,000,000","1,712,000,000","1,625,000,000",,,,,,,,,,,,,,,,,
		Goodwill,"3,851,000,000","3,786,000,000","3,804,000,000","3,852,000,000","3,315,000,000","3,072,000,000","3,009,000,000","2,927,000,000","2,749,000,000","3,024,000,000","3,198,000,000","3,181,000,000","3,172,000,000","2,639,000,000","2,328,000,000","2,301,000,000","1,508,000,000","1,469,000,000",,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"98,000,000","146,000,000","201,000,000","265,000,000","267,000,000","275,000,000","899,000,000","868,000,000","796,000,000","854,000,000","817,000,000","993,000,000","1,149,000,000","972,000,000","717,000,000","717,000,000","204,000,000","156,000,000",,,,,,,,,,,,,,,,,
	DeferredAssets,,,,,,"1,480,000,000","1,637,000,000","2,336,000,000","2,231,000,000","2,110,000,000","2,443,000,000","2,458,000,000","2,875,000,000","3,397,000,000","2,979,000,000","3,470,000,000","2,411,000,000","1,640,000,000",,"4,099,000,000","4,137,000,000","3,908,000,000","3,737,000,000","3,574,000,000","3,235,000,000","2,990,000,000","2,894,000,000","2,660,000,000","2,262,000,000","2,280,000,000","2,025,000,000",,,,
		DeferredTaxAssets,,,,,,"1,480,000,000","1,637,000,000","2,336,000,000","2,231,000,000","2,110,000,000","2,443,000,000","2,458,000,000","2,875,000,000","3,397,000,000","2,979,000,000","3,470,000,000","2,411,000,000","1,640,000,000",,,,,,,,,,,,,,,,,
	AssetsHeldForSale,,,,,,,,,,,,,,,"0","216,000,000","22,278,000,000","14,412,000,000",,,,,,,,,,,,,,,,,
	OtherAssets,"15,165,000,000","13,757,000,000","13,239,000,000","13,562,000,000","10,635,000,000","9,961,000,000","2,034,000,000","2,069,000,000","2,045,000,000","2,011,000,000","1,957,000,000","1,665,000,000","1,582,000,000","1,315,000,000","1,364,000,000","1,619,000,000","2,084,000,000","1,947,000,000","6,972,000,000","95,699,000,000","41,318,000,000","29,531,000,000","34,904,000,000","39,478,000,000","42,714,000,000","33,637,000,000","29,866,000,000","24,152,000,000","21,594,000,000","17,476,000,000","16,573,000,000","18,460,000,000","15,833,000,000","13,798,000,000","12,529,000,000"
TotalLiabilitiesNetMinorityInterest,"233,051,000,000","203,643,000,000","166,371,000,000","168,383,000,000","175,250,000,000","166,312,000,000","162,935,000,000","138,392,000,000","140,511,000,000","138,430,000,000","133,879,000,000","134,254,000,000","134,543,000,000","130,459,000,000","110,739,000,000","114,233,000,000","138,714,000,000","117,818,000,000","103,411,000,000","178,196,000,000","159,678,000,000","143,392,000,000","139,063,000,000","142,739,000,000","138,422,000,000","116,735,000,000","110,429,000,000","99,984,000,000","99,185,000,000","90,573,000,000","85,398,000,000","168,253,000,000","138,976,000,000","131,047,000,000","125,164,000,000"
	TotalDeposits,"129,144,000,000","110,239,000,000","84,382,000,000","86,875,000,000","73,287,000,000","69,960,000,000","67,007,000,000","55,854,000,000","58,244,000,000","47,844,000,000","46,003,000,000","44,404,000,000","43,021,000,000","35,345,000,000","32,264,000,000","21,919,000,000","22,594,000,000","19,225,000,000","31,754,000,000","19,892,000,000","21,250,000,000","18,317,000,000","14,557,000,000","13,870,000,000","12,197,000,000","10,398,000,000","9,444,000,000","9,555,000,000","9,889,000,000","10,013,000,000","11,131,000,000","21,360,000,000","24,778,000,000","27,843,000,000","31,191,000,000"
		InterestBearingDepositsLiabilities,"129,144,000,000","110,239,000,000","84,382,000,000","86,875,000,000","73,287,000,000","69,960,000,000","64,452,000,000","53,042,000,000","54,997,000,000","44,171,000,000","41,763,000,000","39,803,000,000","37,898,000,000","29,727,000,000","26,289,000,000","15,486,000,000","15,397,000,000","12,010,000,000","24,579,000,000","19,892,000,000","21,250,000,000","18,317,000,000","14,557,000,000","13,870,000,000","12,197,000,000","10,398,000,000","9,444,000,000","9,555,000,000","9,889,000,000","10,013,000,000","11,131,000,000","21,360,000,000","24,778,000,000","27,843,000,000","31,191,000,000"
			CustomerAccounts,"129,144,000,000","110,239,000,000","84,382,000,000","86,875,000,000","73,287,000,000","69,960,000,000","64,452,000,000","53,042,000,000","54,997,000,000","44,171,000,000","41,763,000,000","39,803,000,000","37,898,000,000","29,727,000,000","26,289,000,000","15,486,000,000","15,397,000,000","12,010,000,000","24,579,000,000","19,892,000,000","21,250,000,000","18,317,000,000","14,557,000,000","13,870,000,000","12,197,000,000","10,398,000,000","9,444,000,000","9,555,000,000","9,889,000,000","10,013,000,000","11,131,000,000","21,360,000,000","24,778,000,000","27,843,000,000","31,191,000,000"
		NonInterestBearingDeposits,,,,"1,273,000,000","819,000,000","788,000,000","2,555,000,000","2,812,000,000","3,247,000,000","3,673,000,000","4,240,000,000","4,601,000,000","5,123,000,000","5,618,000,000","5,975,000,000","6,433,000,000","7,197,000,000","7,215,000,000","7,175,000,000",,,,,,,,,,,,,,,,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,,,,,,,,,,,,,,,,"470,000,000","2,434,000,000",,,,,,,,,,,,,,,"48,630,000,000","28,590,000,000","27,826,000,000","21,636,000,000"
