name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991
	CurrentLiabilities,"11,280,000,000","11,238,000,000","11,610,000,000","11,397,000,000","9,759,000,000","10,605,000,000","11,635,000,000","9,218,000,000","9,890,000,000","5,761,000,000","6,407,000,000","4,237,897,000","2,514,790,000","2,464,950,000","1,871,631,000","1,220,992,000","736,275,000","764,276,000","465,163,000","253,454,000","185,895,000","104,892,000","80,117,000","58,238,000","47,877,000","57,300,000","33,400,000","16,100,000","11,700,000","10,900,000","8,800,000","6,300,000","2,400,000","1,800,000"
		PayablesAndAccruedExpenses,"5,560,000,000","5,343,000,000","8,668,000,000","7,189,000,000","6,524,000,000","7,302,000,000","8,433,000,000","8,820,000,000","8,088,000,000","4,828,000,000","3,356,000,000","2,760,652,000","2,265,237,000","1,567,798,000","1,743,323,000","1,172,398,000","705,242,000","701,098,000","290,865,000","233,392,000","180,282,000","97,006,000","74,629,000","11,605,000","9,481,000","7,700,000","3,300,000","2,500,000","2,400,000","1,000,000","1,100,000","1,100,000","400,000","300,000"
			Payables,"1,758,000,000","1,864,000,000","1,244,000,000","1,442,000,000","1,000,000,000","980,000,000","1,527,000,000","1,392,000,000","1,178,000,000","1,060,000,000","1,267,000,000","1,340,742,000","1,246,635,000","804,887,000","978,167,000","645,957,000","290,333,000","367,029,000","70,908,000","47,552,000","35,649,000","24,406,000","19,174,000","11,605,000","9,481,000","7,700,000","3,300,000","2,500,000","2,400,000","1,000,000","1,100,000","1,100,000","400,000","300,000"
				AccountsPayable,"550,000,000","905,000,000","705,000,000","844,000,000","713,000,000","790,000,000","814,000,000","1,206,000,000","1,178,000,000","955,000,000","1,256,000,000","1,327,339,000","1,206,052,000","803,025,000","810,544,000","601,200,000","290,333,000","367,029,000","70,908,000","47,552,000","35,649,000","24,406,000","19,174,000","11,605,000","9,481,000","7,700,000","3,300,000","2,500,000","2,400,000","1,000,000","1,100,000","1,100,000","400,000","300,000"
				TotalTaxPayable,"1,208,000,000","959,000,000","539,000,000","598,000,000","287,000,000","190,000,000","713,000,000","186,000,000","65,000,000","105,000,000","11,000,000","13,403,000","40,583,000","1,862,000","167,623,000","44,757,000",,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"1,208,000,000","959,000,000","539,000,000","598,000,000","287,000,000","190,000,000","713,000,000","186,000,000","65,000,000","105,000,000","11,000,000","13,403,000","40,583,000","1,862,000","167,623,000","44,757,000",,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"3,802,000,000","3,479,000,000","7,424,000,000","5,747,000,000","5,524,000,000","6,322,000,000","6,906,000,000","7,428,000,000","6,910,000,000","3,768,000,000","2,089,000,000","1,419,910,000","1,018,602,000","762,911,000","765,156,000","526,441,000","414,909,000","334,069,000","219,957,000","185,840,000","144,633,000","72,600,000","55,455,000",,,,,,,,,,,
				InterestPayable,,,,,,,,"290,000,000","232,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"387,000,000","422,000,000","499,000,000","587,000,000","137,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,201,000,000","1,018,000,000","927,000,000","864,000,000","599,000,000","555,000,000","455,000,000","398,000,000","380,000,000","316,000,000","243,000,000","204,593,000","173,316,000","147,632,000",,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,798,000,000","2,273,000,000","1,516,000,000","2,757,000,000","2,499,000,000","2,748,000,000","2,747,000,000",,"982,000,000","483,000,000","2,697,000,000","1,169,490,000","1,572,000","646,345,000","5,587,000","5,631,000","286,000","18,747,000","60,206,000","181,000","139,000","194,000","1,492,000","3,034,000","3,191,000","4,800,000","1,900,000","3,600,000","2,900,000","3,000,000","1,100,000","600,000","300,000","300,000"
			CurrentDebt,"1,798,000,000","2,273,000,000","1,516,000,000","2,757,000,000","2,499,000,000","2,748,000,000","2,747,000,000",,"982,000,000","483,000,000","2,697,000,000","1,169,490,000","1,572,000","646,345,000","5,587,000",,"286,000","18,747,000","60,206,000","181,000","139,000","194,000","1,492,000","3,034,000","3,191,000","4,800,000","1,900,000","3,600,000","2,900,000","3,000,000","1,100,000","600,000","300,000","300,000"
				OtherCurrentBorrowings,,,,,"2,499,000,000","2,748,000,000","2,747,000,000",,"982,000,000","483,000,000","2,697,000,000","1,169,490,000","1,572,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,,"5,587,000","5,631,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,"202,000,000","440,000,000","134,000,000","111,000,000","103,162,000","74,665,000","103,175,000","122,721,000","42,963,000","30,747,000","17,777,000","18,353,000","19,880,000","5,474,000","7,692,000","3,996,000",,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,"202,000,000","440,000,000","134,000,000","111,000,000","103,162,000","74,665,000","103,175,000","122,721,000","42,963,000","30,747,000","17,777,000","18,353,000","19,880,000","5,474,000","7,692,000","3,996,000",,,,,,,,,,,
		OtherCurrentLiabilities,"2,334,000,000","2,182,000,000",,,,,,,,,,,,,,,,"26,654,000","95,739,000","1,000",,,,"43,599,000","35,205,000","44,800,000","28,200,000","10,000,000","6,400,000","6,900,000","6,600,000","4,600,000","1,700,000","1,200,000"
