name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,02/29/2016,02/28/2015,02/28/2014,02/28/2013,02/29/2012,02/28/2011
TotalRevenue,"822,528,000","847,779,000","1,047,258,000","1,094,119,000","990,088,000","915,953,000","895,093,000","857,228,000","819,930,000","794,630,000","781,866,000","748,538,000","706,757,000","633,619,000","568,820,000"
	OperatingRevenue,"822,528,000","847,779,000","1,047,258,000","1,094,119,000","990,088,000","915,953,000","895,093,000","857,228,000","819,930,000","794,630,000","781,866,000","748,538,000","706,757,000","633,619,000","568,820,000"
CostOfRevenue,"342,217,000","359,014,000","446,295,000","457,882,000","419,611,000","382,488,000","371,410,000","360,167,000","343,860,000","331,079,000","323,800,000","308,755,000","291,146,000","266,355,000","235,295,000"
GrossProfit,"480,311,000","488,765,000","600,963,000","636,237,000","570,477,000","533,465,000","523,683,000","497,061,000","476,070,000","463,551,000","458,066,000","439,783,000","415,611,000","367,264,000","333,525,000"
OperatingExpense,"486,519,000","493,111,000","528,718,000","510,138,000","470,431,000","482,487,000","470,325,000","457,403,000","428,119,000","429,596,000","406,299,000","401,346,000","361,917,000","321,309,000","293,828,000"
	SellingGeneralAndAdministration,"435,169,000","441,355,000","489,813,000","475,849,000","434,588,000","443,472,000","433,843,000","413,747,000","389,937,000","395,366,000","374,156,000","369,408,000","331,380,000","293,665,000","269,474,000"
		GeneralAndAdministrativeExpense,"435,169,000","441,355,000","489,813,000","475,849,000","434,588,000","443,472,000","433,843,000","413,747,000","389,937,000","395,366,000","374,156,000","369,408,000","331,380,000","293,665,000",
			SalariesAndWages,"1,714,000","1,870,000","3,382,000","4,263,000","7,823,000","3,110,000","2,846,000","2,026,000","1,989,000","1,556,000","1,289,000","15,137,000","283,000","0",
			OtherGandA,"433,455,000","439,485,000","486,431,000","471,586,000","426,765,000","440,362,000","430,997,000","411,721,000","387,948,000","393,810,000","372,867,000","354,271,000","331,097,000","293,665,000",
	DepreciationAmortizationDepletionIncomeStatement,"44,694,000","44,333,000","38,905,000","34,289,000","34,731,000","38,638,000","36,305,000","37,922,000","37,124,000","34,230,000","31,011,000","30,353,000","29,550,000","27,451,000","24,354,000"
		DepreciationAndAmortizationInIncomeStatement,"44,694,000","44,333,000","38,905,000","34,289,000","34,731,000","38,638,000","36,305,000","37,922,000","37,124,000","34,230,000","31,011,000","30,353,000","29,550,000","27,451,000","24,354,000"
	OtherOperatingExpenses,"6,656,000","7,423,000","2,006,000","694,000","1,112,000","377,000","177,000","5,734,000","1,058,000","9,033,000","1,132,000","1,585,000","987,000","193,000","1,747,000"
OperatingIncome,"-6,208,000","-4,346,000","72,245,000","126,099,000","100,046,000","50,978,000","53,358,000","39,658,000","47,951,000","33,955,000","51,767,000","38,437,000","53,694,000","45,955,000","39,697,000"
NetNonOperatingInterestIncomeExpense,"-21,173,000","-20,672,000","-16,171,000","-12,760,000","-17,268,000","-21,541,000","-27,275,000","-25,013,000","-16,687,000","-16,810,000","-17,105,000","-21,185,000","-21,388,000","-25,417,000","-26,006,000"
	InterestExpenseNonOperating,"21,173,000","20,672,000","16,171,000","12,760,000","17,268,000","21,541,000","27,275,000","25,013,000","16,687,000","16,810,000","17,105,000","21,185,000","21,388,000","25,417,000","26,006,000"
OtherIncomeExpense,"-101,827,000","-100,388,000","-199,840,000","-645,000","-1,935,000","-8,235,000","-4,122,000","-7,940,000","-6,909,000","-9,094,000","-4,796,000","-8,639,000","-36,885,000","-52,583,000","-54,615,000"
